content;score;thumbsUpCount;at;appVersion
je déconseille fortement même si cest très pratique et simple pour écouter de la musique les pubs sont insupportables au de début tout va bien vous en avez une ou deux de temps en temps mais après vous en avez toutes les deux musique avec 34 pubs après jai une tablette et dessu je peux gratuitement choisir les musique que je veux ou avancerremettre en arrière mais ça ne change pas le fait quil y a beaucoup trop de pubs et ils faut un minimum être raisonnable merci;2;103;31/07/2021;8.6.48.792
pouvoir modifier laffichage serait un gros plus la version actuelle fournit un affichage en box qui ne permet de voir que deux choix a la fois vraiment pas pratique un mode liste sans image prenant 50 de lécran faciliterait la navigation et choisir si lon veut afficher les podcast la musique ou les deux sur la page daccueil filtre par défaut le choix actuelle ne correspond pas a la plupart des utilisations;3;103;19/10/2022;8.7.74.443
superbe appli en terme de contenu et de navigation seul bémol le prix jaime posséder la musique que japprécie labonnement représente pas loin dune 10aine de cd par an et donc aujourdhui je me contente de la version gratuite avec ses restrictions jaurais aimé également une description plus exhaustive des albums personnel notamment;4;103;25/07/2020;8.5.68.904
en réalité ça mérite un 4 étoiles mais il manque la possibilité dajouter simultanément dans plusieurs playlists les chansons plutôt que de revenir à chaque fois en arrière sinon vaste choix pour la musique les podcasts et jen passe une des meilleures plateforme streaming dommage que lorsquon na peu dargent pour se faire labonnement les pubs et le système de ne pouvoir changer que dix chansons soient aussi imposant jutilise plus trop lapplication après ça;3;103;21/04/2023;8.8.26.408
bonjour je ne sais pas ce qui se passe la musique se coupe de manière aléatoire alors que se sont des morceaux enregistrés sur le téléphone ce matin impossible découter correctement ma musique redémarrage du téléphone et de lapplication la rien changé je suis déçu par ces bugs après désinstallation et réinstallation cela refonctionne;4;103;13/03/2019;8.4.96.953
je possède un moto one hyper qui exploite la dernière version dandroid et je paie pour labonnement spotify premium tout allait très bien jusquà dernièrement depuis quelques mises à jours je suis incapable de faire changer les titres sur le système dinfodivertissement de ma voiture le titre reste fixe même si je change de piste et ce sans compter les autres bugs qui sont arrivés subitement je ne veux pas avoir à quitter ce service que jai déjà adoré à revoir svp;3;103;15/11/2021;8.6.78.266
je considère spotify comme une application merveilleuse elle offre une incroyable variété de genres et dartistes cest presque un trésor inépuisable le coût de labonnement est raisonnable je nai quune seule plainte à formuler il est impossible de communiquer avec un service à la clientèle si tant est quil y en ait un cest dommage car jai des problèmes avec le prélèvement de mon abonnement on prend plus que ce qui est prévu je ne peux parler à qui que ce soit cest regrettable;5;103;22/10/2023;8.8.80.599
spotify est une bonne application mais je trouve quelle beug souvent elle met du temps à démarrer parfois quand on veut changer de chanson ça beug la lecture aléatoire est nulle par contre même si on a beaucoup de chanson dans une playlist on retombe facilement sur une chanson déjà écouter cela même si on a un compte premium;3;103;25/06/2021;8.6.36.1070
très bonne application pourtant les artistes et les playlists ne sont plus accessibles et il y a écrit une erreur sest produite depuis maintenant plus de deux semaines ça marche quand même mais cela membête beaucoup si vous pouviez essayer de résoudre ce problème ce serai bien merci davance;4;102;12/05/2021;8.6.26.897
un choix immense la possibilité de créer des playlists et de recevoir en fonction de nos écoutes des compilations très bien conçues je redécouvre certains artistes lexpérience est très positive les menus sont très intuitifs je précise que je suis nouvel utilisateur spotify et nouvel utilisateur smartphone;5;102;03/11/2019;8.5.27.957
javais une super bonne expérience avec lappli jusquà que du jour au lendemain elle se mettent à buger sans raison je peut plus écouter mes musiques car ce sont que des extraits de 10 sec et si je dois aller dans ma playlist ça me montre pas tout mes sons direct mais ça me marque tout mes sons sauf que je ne peut pas écouter les écouter bref règler ce problème vite car sinon ça va pas le faire puis cétait dommage car jaimais beaucoup cette application à la base merci;1;102;19/09/2022;8.7.66.534
il manque énormément de choses il ny a jamais la liste des musiciens qui jouent sur un album avec leurs instruments insupportable surtout quand on écoute par exemple du jazz où chaque musicien a la même importance et il ny a pas de support pour le replay gain pourtant maintenant universellement répendu résultat il y a des sautes de volume insupportables dun morceau à lautre il nest pas non plus possible de dire quon ne veut plus jamais écouter tel morceau peut mieux faire;2;102;25/10/2022;8.7.76.359
lux dans android auto est beaucoup trop complexe les manipulations à effectuer sont trop nombreuses et donc dangereuses contrairement à dautres applications du même type il nest pas possible davoir rapidement des titres qui sont du même type que ceux quon écoute cest interessant mais trop imprudent de saventurer dans les menus à plusieurs niveau avec défilement lorsquon conduit trop trop compliqué pour une utilisation en voiture y compris sur les grands écrans gps équipé android auto;2;102;02/09/2020;8.5.73.824
cette appli est vraiment génial un bon catalogue tout est très clair et spotify propose des ajouts qui le démarquent dautres applis comme par exemple laccès à génius le fait de voir la tournée des artistes et de pouvoir trouver des billets le fait que des articles soit épinglés en rapport avec nos artistes etc par contre certaine musiques ne sont pas disponibles perso jécoute xxxtentation et certaines de ces anciennes musiques apparaissent mais ne sont pas écoutable;5;102;04/01/2020;8.5.36.747
arriver à être moins bien que youtube music cest un exploit que vous avez remporter haut la main bravo spotify vos pubs sont trop rapides et agressives elles donnent envie de détruire le produit pas de le consommer votre système de playlists fonctionne mal quand je fini un son dune des miennes ça passe systématiquement à une chason qui ne fait pas parti de mes playlists et que jai aucune envie découter;1;102;30/09/2021;8.6.64.1081
jaime beaucoup trop cette application mais elle contient encore trop de défauts sur téléphone je mexplique quand on clique sur déconnexion cest fatale on ne peux pas retourner en arrière et ne me souvenant plus de mon mot de passe jai passer 10 minutes à me reconnecter on ne peut pas changer ladresse mail du compte sur téléphone ce qui est dommage étant donnée que jutilise spotify exclusivement sur téléphone cest dommage;3;102;16/09/2020;8.5.75.766
tout allait bien jusquà il y a plusieurs semaines impossible découter mes titres like sans que spotify ajoute à sa guise des morceau qui ne sont pas dedant et je dis pas juste 1 morceau jenchaîne parfois plus de 10 morceau qui ne sont pas dans la playlist et si je relancer la playlist ça ne change rien inadmissible car jécoute les pub qui me promet une écoute non stop de 30 minutes mais au final je nécoute pas ma playlist force pour quon paye;1;102;25/12/2021;8.6.88.1104
je trouvais spotify génial jusquà ce que je change de numéro de téléphone et de portable cela fait maintenant plus dun mois que je narrive plus à me connecter sur mon compte alors que jai tout essayé javais un compte gratuit avec la pub même lorsque spotify menvoie le lien facilité de 4h sur mon mail il est invalide donc impossible pour moi de faire quoi que ce soit je trouve ça dommage;2;102;30/12/2021;8.6.88.1104
depuis la dernière mise à jour je ne parviens plus à me connecter via mon smartphone ni via mon compte personnel ni via facebook je suis pourtant bien connecté au wifi le lien de reinitialisation envoyé dans ma boîte mail est périmé spotify fonctionne bien sur ma smart tv et ordinateur portable édit jai réinstallé lapplication et cela refonctionne il ma fallu de nouveau 45h pour resynchroniser tous mes albums en local;4;101;09/02/2019;8.4.91.861
